eil101.tsp,2988.0,2886.0,726.0,705.0,693.0,
eil101.tsp,2928.0,2903.0,711.0,675.0,675.0,
eil101.tsp,3037.0,2924.0,726.0,698.0,698.0,
eil101.tsp,3044.0,2866.0,694.0,688.0,688.0,
eil101.tsp,3020.0,2911.0,720.0,702.0,702.0,
eil101.tsp,3179.0,3042.0,741.0,718.0,718.0,
eil101.tsp,3035.0,2784.0,712.0,700.0,700.0,
eil101.tsp,2973.0,2944.0,711.0,696.0,696.0,
eil101.tsp,3069.0,3030.0,680.0,679.0,679.0,
eil101.tsp,3100.0,2948.0,705.0,698.0,698.0,
eil101.tsp,2999.0,2933.0,723.0,704.0,702.0,
eil101.tsp,2967.0,2804.0,702.0,684.0,684.0,
eil101.tsp,3118.0,3025.0,705.0,693.0,688.0,
eil101.tsp,2997.0,2934.0,713.0,684.0,684.0,
eil101.tsp,3033.0,2982.0,746.0,707.0,694.0,
eil101.tsp,2960.0,2909.0,700.0,681.0,681.0,
eil101.tsp,3125.0,3031.0,706.0,682.0,682.0,
eil101.tsp,2997.0,2924.0,732.0,719.0,714.0,
eil101.tsp,3060.0,2899.0,713.0,674.0,674.0,
eil101.tsp,3078.0,3019.0,711.0,703.0,703.0,
eil101.tsp,3055.0,3015.0,742.0,707.0,692.0,
eil101.tsp,3078.0,2843.0,725.0,714.0,714.0,
eil101.tsp,2997.0,2953.0,724.0,690.0,668.0,
eil101.tsp,3110.0,3018.0,713.0,689.0,685.0,
eil101.tsp,3093.0,3006.0,702.0,685.0,685.0,
eil101.tsp,3143.0,3047.0,741.0,725.0,725.0,
eil101.tsp,3076.0,2966.0,698.0,685.0,679.0,
eil101.tsp,3115.0,3027.0,701.0,694.0,694.0,
eil101.tsp,3019.0,2998.0,726.0,701.0,695.0,
eil101.tsp,3014.0,2974.0,741.0,711.0,710.0,
eil51.tsp,1375.0,1324.0,455.0,455.0,455.0,
eil51.tsp,1358.0,1325.0,450.0,445.0,445.0,
eil51.tsp,1335.0,1257.0,459.0,459.0,459.0,
eil51.tsp,1315.0,1257.0,449.0,449.0,449.0,
eil51.tsp,1430.0,1377.0,445.0,445.0,445.0,
eil51.tsp,1452.0,1372.0,449.0,442.0,442.0,
eil51.tsp,1455.0,1332.0,462.0,458.0,458.0,
eil51.tsp,1394.0,1345.0,448.0,448.0,448.0,
eil51.tsp,1410.0,1170.0,454.0,449.0,449.0,
eil51.tsp,1384.0,1321.0,463.0,459.0,459.0,
eil51.tsp,1388.0,1326.0,443.0,443.0,442.0,
eil51.tsp,1390.0,1330.0,453.0,452.0,452.0,
eil51.tsp,1396.0,1396.0,453.0,444.0,444.0,
eil51.tsp,1435.0,1347.0,457.0,457.0,457.0,
eil51.tsp,1432.0,1385.0,454.0,454.0,454.0,
eil51.tsp,1411.0,1325.0,446.0,446.0,446.0,
eil51.tsp,1402.0,1251.0,475.0,473.0,468.0,
eil51.tsp,1461.0,1375.0,440.0,440.0,440.0,
eil51.tsp,1443.0,1372.0,474.0,474.0,474.0,
eil51.tsp,1382.0,1365.0,442.0,442.0,442.0,
eil51.tsp,1405.0,1405.0,444.0,444.0,444.0,
eil51.tsp,1423.0,1309.0,483.0,475.0,470.0,
eil51.tsp,1429.0,1332.0,461.0,453.0,452.0,
eil51.tsp,1407.0,1363.0,456.0,456.0,456.0,
eil51.tsp,1446.0,1367.0,453.0,453.0,453.0,
eil51.tsp,1417.0,1399.0,447.0,447.0,444.0,
eil51.tsp,1403.0,1369.0,455.0,448.0,448.0,
eil51.tsp,1336.0,1209.0,451.0,451.0,451.0,
eil51.tsp,1389.0,1374.0,467.0,458.0,458.0,
eil51.tsp,1419.0,1378.0,452.0,448.0,448.0,
eil76.tsp,2215.0,2202.0,583.0,583.0,583.0,
eil76.tsp,2262.0,2174.0,581.0,581.0,581.0,
eil76.tsp,2267.0,2184.0,589.0,589.0,589.0,
eil76.tsp,2205.0,2118.0,591.0,583.0,583.0,
eil76.tsp,2193.0,2153.0,589.0,585.0,585.0,
eil76.tsp,2181.0,2095.0,615.0,599.0,596.0,
eil76.tsp,2207.0,2152.0,599.0,593.0,593.0,
eil76.tsp,2303.0,2181.0,595.0,595.0,595.0,
eil76.tsp,2204.0,2118.0,572.0,569.0,569.0,
eil76.tsp,2187.0,2137.0,592.0,592.0,581.0,
eil76.tsp,2203.0,2158.0,581.0,579.0,579.0,
eil76.tsp,2157.0,2114.0,589.0,586.0,586.0,
eil76.tsp,2274.0,2127.0,585.0,585.0,585.0,
eil76.tsp,2275.0,2242.0,603.0,603.0,595.0,
eil76.tsp,2229.0,2131.0,604.0,604.0,604.0,
eil76.tsp,2267.0,2210.0,578.0,578.0,578.0,
eil76.tsp,2182.0,2126.0,594.0,594.0,585.0,
eil76.tsp,2154.0,2134.0,593.0,592.0,591.0,
eil76.tsp,2190.0,2168.0,606.0,604.0,604.0,
eil76.tsp,2235.0,2197.0,572.0,561.0,561.0,
eil76.tsp,2222.0,2158.0,590.0,590.0,590.0,
eil76.tsp,2184.0,2142.0,592.0,592.0,592.0,
eil76.tsp,2241.0,2139.0,588.0,583.0,583.0,
eil76.tsp,2220.0,2175.0,595.0,592.0,592.0,
eil76.tsp,2180.0,2106.0,610.0,586.0,585.0,
eil76.tsp,2205.0,2191.0,585.0,585.0,578.0,
eil76.tsp,2116.0,2083.0,597.0,593.0,593.0,
eil76.tsp,2206.0,2169.0,597.0,594.0,594.0,
eil76.tsp,2238.0,2113.0,585.0,585.0,585.0,
eil76.tsp,2127.0,2071.0,593.0,593.0,593.0,
kroA100.tsp,146999.0,144369.0,24682.0,23544.0,23269.0,
kroA100.tsp,152368.0,145683.0,24852.0,24258.0,23569.0,
kroA100.tsp,146043.0,145540.0,24732.0,22856.0,22856.0,
kroA100.tsp,149955.0,145850.0,24767.0,22374.0,22374.0,
kroA100.tsp,151793.0,144433.0,24423.0,23571.0,23571.0,
kroA100.tsp,150489.0,144923.0,24551.0,22644.0,22107.0,
kroA100.tsp,150053.0,149278.0,23891.0,22736.0,22623.0,
kroA100.tsp,148109.0,140771.0,25947.0,23051.0,23051.0,
kroA100.tsp,149536.0,142770.0,24128.0,23205.0,23205.0,
kroA100.tsp,146267.0,143073.0,23319.0,22260.0,22260.0,
kroA100.tsp,142072.0,142072.0,25192.0,24723.0,24097.0,
kroA100.tsp,151854.0,142593.0,25105.0,23881.0,23658.0,
kroA100.tsp,150132.0,148261.0,23663.0,22839.0,22722.0,
kroA100.tsp,146277.0,145184.0,25328.0,22641.0,22641.0,
kroA100.tsp,144713.0,142125.0,25372.0,24087.0,24075.0,
kroA100.tsp,143760.0,140328.0,24624.0,23386.0,23386.0,
kroA100.tsp,146197.0,142245.0,25437.0,23763.0,23618.0,
kroA100.tsp,145222.0,142100.0,23659.0,23002.0,22958.0,
kroA100.tsp,151862.0,145954.0,25931.0,23882.0,23882.0,
kroA100.tsp,142896.0,145800.0,24186.0,23711.0,23711.0,
kroA100.tsp,153064.0,147131.0,26556.0,24076.0,24076.0,
kroA100.tsp,148356.0,148356.0,23839.0,22338.0,22314.0,
kroA100.tsp,148845.0,143259.0,24745.0,22503.0,22503.0,
kroA100.tsp,146704.0,142708.0,24403.0,23691.0,23378.0,
kroA100.tsp,146348.0,145585.0,24858.0,22696.0,22517.0,
kroA100.tsp,146392.0,146293.0,25629.0,22311.0,22223.0,
kroA100.tsp,151399.0,146871.0,24085.0,23518.0,23253.0,
kroA100.tsp,146728.0,145146.0,25653.0,24243.0,24209.0,
kroA100.tsp,154778.0,144104.0,25652.0,22881.0,22869.0,
kroA100.tsp,145566.0,137470.0,23616.0,22442.0,22428.0,
kroC100.tsp,150841.0,149171.0,25047.0,22891.0,22554.0,
kroC100.tsp,149232.0,143878.0,23816.0,22955.0,22955.0,
kroC100.tsp,144275.0,139923.0,24372.0,22983.0,22983.0,
kroC100.tsp,148707.0,145200.0,24860.0,24296.0,24234.0,
kroC100.tsp,149570.0,147031.0,23593.0,21723.0,21636.0,
kroC100.tsp,149607.0,146209.0,24378.0,23695.0,23695.0,
kroC100.tsp,147114.0,145185.0,24275.0,22434.0,22366.0,
kroC100.tsp,152901.0,147229.0,24431.0,22847.0,22408.0,
kroC100.tsp,147194.0,146623.0,23185.0,22623.0,22623.0,
kroC100.tsp,147665.0,143609.0,23892.0,22930.0,22909.0,
kroC100.tsp,148293.0,143875.0,25147.0,23611.0,23457.0,
kroC100.tsp,150246.0,147950.0,24126.0,22732.0,22454.0,
kroC100.tsp,142437.0,134782.0,24301.0,22617.0,22617.0,
kroC100.tsp,143153.0,138669.0,23069.0,22516.0,22516.0,
kroC100.tsp,147457.0,139514.0,25946.0,23937.0,23837.0,
kroC100.tsp,146390.0,138472.0,24472.0,23396.0,23396.0,
kroC100.tsp,151212.0,142528.0,24105.0,23296.0,23296.0,
kroC100.tsp,145934.0,140197.0,24483.0,23495.0,23047.0,
kroC100.tsp,148083.0,148413.0,24225.0,22497.0,22373.0,
kroC100.tsp,146794.0,146794.0,24734.0,22382.0,22221.0,
kroC100.tsp,147624.0,142032.0,24141.0,22545.0,22545.0,
kroC100.tsp,144403.0,138339.0,23819.0,22033.0,22033.0,
kroC100.tsp,147268.0,144365.0,23060.0,21774.0,21774.0,
kroC100.tsp,148688.0,142548.0,24707.0,23547.0,23460.0,
kroC100.tsp,143476.0,141515.0,22456.0,21176.0,21176.0,
kroC100.tsp,144045.0,138996.0,24770.0,23563.0,23237.0,
kroC100.tsp,145333.0,142822.0,25527.0,24347.0,23847.0,
kroC100.tsp,150103.0,140404.0,25325.0,23519.0,23519.0,
kroC100.tsp,140463.0,139838.0,23404.0,22956.0,22956.0,
kroC100.tsp,146561.0,140028.0,25429.0,22687.0,22687.0,
kroD100.tsp,136272.0,134985.0,23488.0,22940.0,22940.0,
kroD100.tsp,142833.0,138880.0,24376.0,24184.0,24184.0,
kroD100.tsp,141375.0,137276.0,24281.0,22747.0,22747.0,
kroD100.tsp,133300.0,131055.0,23555.0,23316.0,22796.0,
kroD100.tsp,143455.0,130067.0,24395.0,22853.0,22853.0,
kroD100.tsp,143674.0,138605.0,23058.0,22710.0,22710.0,
kroD100.tsp,144422.0,139105.0,23188.0,22660.0,22335.0,
kroD100.tsp,146720.0,132116.0,24479.0,23606.0,23606.0,
kroD100.tsp,147277.0,142407.0,23621.0,23361.0,23310.0,
kroD100.tsp,142212.0,141231.0,24733.0,23151.0,23149.0,
kroD100.tsp,146049.0,142508.0,24924.0,24787.0,24787.0,
kroD100.tsp,141018.0,136857.0,25054.0,23688.0,23409.0,
kroD100.tsp,144104.0,141760.0,25218.0,23940.0,23531.0,
kroD100.tsp,140572.0,137122.0,24217.0,23717.0,23717.0,
kroD100.tsp,146905.0,142753.0,24509.0,23170.0,22912.0,
kroD100.tsp,139701.0,138192.0,24587.0,22978.0,22704.0,
kroD100.tsp,141285.0,138309.0,25450.0,24301.0,24301.0,
kroD100.tsp,142518.0,136342.0,24003.0,23047.0,23047.0,
kroD100.tsp,144814.0,136079.0,24487.0,23592.0,23592.0,
kroD100.tsp,144987.0,138943.0,25645.0,23706.0,23609.0,
kroD100.tsp,142645.0,140920.0,24620.0,23609.0,23327.0,
kroD100.tsp,141061.0,137731.0,24981.0,23562.0,22930.0,
kroD100.tsp,148167.0,137501.0,23551.0,22794.0,22794.0,
kroD100.tsp,143233.0,138662.0,24703.0,22755.0,22568.0,
kroD100.tsp,146545.0,137464.0,24885.0,24015.0,24015.0,
kroD100.tsp,141939.0,135748.0,23771.0,23145.0,23145.0,
kroD100.tsp,143579.0,140251.0,24001.0,23556.0,23556.0,
kroD100.tsp,142303.0,137934.0,24134.0,22850.0,22687.0,
kroD100.tsp,143882.0,142293.0,24012.0,22213.0,22213.0,
kroD100.tsp,146807.0,144317.0,25721.0,24208.0,24195.0,
lin105.tsp,114028.0,105907.0,17095.0,15815.0,15756.0,
lin105.tsp,103557.0,101656.0,16440.0,15115.0,15092.0,
lin105.tsp,104227.0,104117.0,16838.0,14825.0,14792.0,
lin105.tsp,107042.0,106079.0,16256.0,15246.0,15206.0,
lin105.tsp,108481.0,104485.0,15801.0,15147.0,15021.0,
lin105.tsp,107223.0,104546.0,16683.0,15876.0,15812.0,
lin105.tsp,108242.0,106808.0,15821.0,15275.0,15275.0,
lin105.tsp,107378.0,104600.0,17551.0,15231.0,15067.0,
lin105.tsp,104712.0,102177.0,16614.0,15773.0,15773.0,
lin105.tsp,106390.0,98843.0,16646.0,15843.0,15843.0,
lin105.tsp,106350.0,102501.0,16770.0,14970.0,14959.0,
lin105.tsp,110387.0,105549.0,17117.0,15901.0,15703.0,
lin105.tsp,107993.0,104862.0,16488.0,16204.0,16066.0,
lin105.tsp,103699.0,100363.0,16048.0,15636.0,15636.0,
lin105.tsp,108825.0,105607.0,16538.0,15681.0,15638.0,
lin105.tsp,108848.0,104443.0,16403.0,15140.0,15093.0,
lin105.tsp,105610.0,101305.0,18779.0,16272.0,16236.0,
lin105.tsp,108369.0,98664.0,17455.0,15766.0,15250.0,
lin105.tsp,105509.0,101032.0,16981.0,16309.0,16266.0,
lin105.tsp,111586.0,108316.0,16383.0,15846.0,15846.0,
lin105.tsp,105183.0,100380.0,17133.0,16524.0,16405.0,
lin105.tsp,107779.0,105274.0,16312.0,15437.0,15060.0,
lin105.tsp,111407.0,104739.0,16782.0,15742.0,15720.0,
lin105.tsp,107372.0,104074.0,16278.0,15808.0,15808.0,
lin105.tsp,110356.0,103999.0,16590.0,15144.0,15144.0,
lin105.tsp,105974.0,104343.0,17647.0,16341.0,15751.0,
lin105.tsp,106616.0,105649.0,16920.0,16108.0,15892.0,
lin105.tsp,102187.0,100168.0,16599.0,16300.0,16291.0,
lin105.tsp,108470.0,105158.0,17775.0,15970.0,15790.0,
lin105.tsp,107467.0,102713.0,16846.0,15093.0,15047.0,
pcb442.tsp,735575.0,729188.0,218459.0,141932.0,111225.0,
pcb442.tsp,739113.0,728287.0,218429.0,143046.0,109413.0,
pcb442.tsp,726918.0,715433.0,221187.0,138085.0,109434.0,
pcb442.tsp,726536.0,722544.0,231919.0,145664.0,110602.0,
pcb442.tsp,735246.0,728607.0,216469.0,143672.0,114837.0,
pcb442.tsp,731196.0,725620.0,223299.0,141041.0,112803.0,
pcb442.tsp,735149.0,729967.0,223560.0,147995.0,115236.0,
pcb442.tsp,727537.0,717843.0,223738.0,141683.0,114876.0,
pcb442.tsp,734257.0,719451.0,224202.0,145565.0,112767.0,
pcb442.tsp,734554.0,722159.0,224545.0,148580.0,113337.0,
pcb442.tsp,729481.0,723059.0,203791.0,135462.0,108741.0,
pcb442.tsp,725114.0,725114.0,221080.0,144058.0,112201.0,
pcb442.tsp,732951.0,725641.0,222362.0,142747.0,109622.0,
pcb442.tsp,741454.0,714865.0,219105.0,140243.0,110511.0,
pcb442.tsp,734657.0,728997.0,226523.0,147916.0,112298.0,
pcb442.tsp,738674.0,729942.0,218063.0,141103.0,113052.0,
pcb442.tsp,731473.0,722630.0,221490.0,143197.0,113382.0,
pcb442.tsp,737312.0,732239.0,213756.0,138258.0,109983.0,
pcb442.tsp,733746.0,722935.0,224230.0,143466.0,112707.0,
pcb442.tsp,735614.0,725294.0,218509.0,141523.0,108878.0,
pcb442.tsp,727741.0,726652.0,222633.0,141803.0,112711.0,
pcb442.tsp,737145.0,711167.0,223507.0,141267.0,113027.0,
pcb442.tsp,725944.0,713591.0,215972.0,139618.0,112355.0,
pcb442.tsp,729966.0,721536.0,217288.0,139994.0,112887.0,
pcb442.tsp,735285.0,718644.0,210610.0,143089.0,112249.0,
pcb442.tsp,735652.0,715726.0,221231.0,138884.0,109903.0,
pcb442.tsp,743406.0,728890.0,220448.0,135800.0,107989.0,
pcb442.tsp,709419.0,706711.0,221492.0,138052.0,108103.0,
pcb442.tsp,725053.0,713272.0,225867.0,143863.0,112606.0,
pcb442.tsp,732651.0,719924.0,224785.0,142150.0,112232.0,
pr2392.tsp,1.4929136E7,1.4851502E7,9406821.0,7232356.0,6053880.0,
pr2392.tsp,1.482958E7,1.4797628E7,9342988.0,7271228.0,6061347.0,
pr2392.tsp,1.4866311E7,1.4852335E7,9289586.0,7286558.0,6026719.0,
pr2392.tsp,1.4886883E7,1.4821587E7,9373545.0,7280791.0,6067444.0,
pr2392.tsp,1.4902191E7,1.4831098E7,9390018.0,7316856.0,6100642.0,
pr2392.tsp,1.4890845E7,1.4801704E7,9412709.0,7379566.0,6102156.0,
pr2392.tsp,1.4852904E7,1.4846065E7,9457982.0,7396514.0,6101733.0,
pr2392.tsp,1.4914455E7,1.4837337E7,9397880.0,7350899.0,6105851.0,
pr2392.tsp,1.4904792E7,1.4823473E7,9384303.0,7395200.0,6030359.0,
pr2392.tsp,1.4775129E7,1.4711083E7,9361842.0,7305470.0,6036710.0,
pr2392.tsp,1.4950373E7,1.4849955E7,9404611.0,7292778.0,6111058.0,
pr2392.tsp,1.4853267E7,1.4803583E7,9385147.0,7326787.0,6042525.0,
pr2392.tsp,1.493199E7,1.4827363E7,9406645.0,7271002.0,5965976.0,
pr2392.tsp,1.5004624E7,1.4926223E7,9358117.0,7268855.0,6022160.0,
pr2392.tsp,1.4872747E7,1.4768664E7,9222136.0,7172778.0,5961223.0,
pr2392.tsp,1.4920023E7,1.4765153E7,9237588.0,7151974.0,5940336.0,
pr2392.tsp,1.4843228E7,1.4774683E7,9332744.0,7219120.0,5945259.0,
pr2392.tsp,1.4874741E7,1.4822833E7,9473644.0,7411673.0,6202464.0,
pr2392.tsp,1.4789666E7,1.4785845E7,9302358.0,7250806.0,5999174.0,
pr2392.tsp,1.4867724E7,1.480007E7,9486564.0,7370708.0,6084536.0,
pr2392.tsp,1.4938061E7,1.4893867E7,9401391.0,7319440.0,6017919.0,
pr2392.tsp,1.4963587E7,1.4879624E7,9289391.0,7321444.0,6082017.0,
pr2392.tsp,1.4749889E7,1.4692126E7,9356758.0,7321848.0,6019761.0,
pr2392.tsp,1.4806827E7,1.4799317E7,9322209.0,7263680.0,6044017.0,
pr2392.tsp,1.4850146E7,1.4816605E7,9444136.0,7351440.0,6105008.0,
pr2392.tsp,1.4816167E7,1.4787249E7,9322342.0,7278967.0,6056290.0,
pr2392.tsp,1.4789643E7,1.4670843E7,9328027.0,7285312.0,6002136.0,
pr2392.tsp,1.4889995E7,1.4863789E7,9275071.0,7161375.0,5930025.0,
pr2392.tsp,1.4988627E7,1.4837393E7,9269535.0,7192598.0,5971744.0,
pr2392.tsp,1.4952366E7,1.4870689E7,9389832.0,7331685.0,6061105.0,
st70.tsp,3171.0,2942.0,741.0,740.0,740.0,
st70.tsp,3271.0,3037.0,728.0,728.0,728.0,
st70.tsp,3002.0,2922.0,717.0,717.0,717.0,
st70.tsp,3212.0,3076.0,762.0,762.0,762.0,
st70.tsp,3215.0,3152.0,751.0,734.0,734.0,
st70.tsp,3119.0,3077.0,740.0,740.0,740.0,
st70.tsp,3065.0,2965.0,735.0,703.0,703.0,
st70.tsp,3096.0,3060.0,771.0,771.0,771.0,
st70.tsp,3225.0,3170.0,700.0,700.0,700.0,
st70.tsp,3317.0,3161.0,723.0,720.0,720.0,
st70.tsp,3050.0,2971.0,732.0,732.0,732.0,
st70.tsp,3212.0,3027.0,726.0,703.0,703.0,
st70.tsp,3103.0,3029.0,709.0,698.0,698.0,
st70.tsp,3051.0,2972.0,748.0,741.0,741.0,
st70.tsp,3121.0,3007.0,780.0,765.0,747.0,
st70.tsp,3288.0,3219.0,736.0,736.0,736.0,
st70.tsp,3080.0,2963.0,748.0,740.0,740.0,
st70.tsp,3201.0,3063.0,752.0,722.0,710.0,
st70.tsp,3223.0,3145.0,725.0,725.0,725.0,
st70.tsp,3064.0,3053.0,762.0,762.0,762.0,
st70.tsp,3146.0,3060.0,711.0,705.0,705.0,
st70.tsp,3135.0,3019.0,722.0,722.0,722.0,
st70.tsp,3191.0,3072.0,709.0,709.0,709.0,
st70.tsp,3160.0,3082.0,714.0,714.0,714.0,
st70.tsp,3123.0,3051.0,705.0,705.0,705.0,
st70.tsp,3193.0,3111.0,701.0,701.0,701.0,
st70.tsp,3151.0,3027.0,760.0,760.0,760.0,
st70.tsp,3192.0,2942.0,709.0,709.0,709.0,
st70.tsp,3217.0,3070.0,722.0,722.0,722.0,
st70.tsp,3088.0,2965.0,733.0,728.0,728.0,
